Date,Title,Category,Supplier,Sales Quantity,Original Price,Discount %,Final Price,Unit Cost,Revenue,Profit,Lead Time (days),Stock Level
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,47,,0.0,,110.42553191489361,5190,2234,18,98
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,111.62264150943396,5916,2547,18,148
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,73,,0.1,,98.97260273972603,7225,3110,18,172
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,67,,0.0,,111.50746268656717,7471,3216,18,144
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,50,,0.0,,110.94,5547,2388,18,42
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,90,,0.0,,110.35555555555555,9932,4276,18,44
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,42,,0.0,,110.66666666666667,4648,2001,18,140
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,56,,0.0,,111.80357142857143,6261,2695,18,146
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,63,,0.0,,110.0,6930,2983,18,133
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,73,,0.0,,110.20547945205479,8045,3463,18,105
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,70,,0.0,,111.22857142857143,7786,3352,18,152
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,51,,0.2,,89.54901960784314,4567,1966,18,54
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,48,,0.0,,111.27083333333333,5341,2299,18,37
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,55,,0.2,,88.32727272727273,4858,2091,18,199
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,52,,0.0,,111.21153846153847,5783,2489,18,199
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,97,,0.0,,110.1340206185567,10683,4599,18,71
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,71,,0.0,,110.8169014084507,7868,3387,18,181
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,72,,0.0,,110.01388888888889,7921,3410,18,189
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,55,,0.3,,77.14545454545454,4243,1826,18,61
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,58,,0.0,,111.0,6438,2771,18,193
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,99,,0.0,,110.4040404040404,10930,4705,18,63
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,101,,0.0,,110.66336633663366,11177,4811,18,169
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,72,,0.0,,110.09722222222223,7927,3412,18,192
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,83,,0.0,,110.33734939759036,9158,3942,18,125
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,70,,0.0,,110.45714285714286,7732,3328,18,153
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,111.43396226415095,5906,2542,18,157
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,50,,0.0,,111.48,5574,2399,18,99
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,54,,0.0,,110.18518518518519,5950,2561,18,170
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,47,,0.0,,110.59574468085107,5198,2237,18,113
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,60,,0.2,,89.01666666666667,5341,2299,18,51
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,75,,0.0,,110.50666666666666,8288,3568,18,99
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,64,,0.3,,77.640625,4969,2139,18,149
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,60,,0.2,,88.86666666666666,5332,2295,18,18
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,58,,0.2,,88.39655172413794,5127,2207,18,63
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,110.47169811320755,5855,2520,18,84
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,57,,0.0,,110.52631578947368,6300,2712,18,121
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,72,,0.0,,111.30555555555556,8014,3450,18,102
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,76,,0.0,,110.44736842105263,8394,3614,18,198
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,62,,0.1,,99.5,6169,2656,18,42
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,56,,0.1,,99.98214285714286,5599,2410,18,154
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,47,,0.0,,110.72340425531915,5204,2240,18,196
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,54,,0.3,,78.14814814814815,4220,1817,18,118
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,58,,0.2,,88.48275862068965,5132,2209,18,36
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,98,,0.0,,110.57142857142857,10836,4665,18,70
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,91,,0.0,,111.13186813186813,10113,4354,18,58
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,148,,0.2,,88.52702702702703,13102,5640,18,133
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,133,,0.0,,110.15037593984962,14650,6307,18,190
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,56,,0.0,,110.67857142857143,6198,2668,18,76
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,55,,0.0,,110.05454545454545,6053,2606,18,63
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,56,,0.0,,110.39285714285714,6182,2661,18,95
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,76,,0.0,,110.15789473684211,8372,3604,18,139
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,92,,0.0,,110.06521739130434,10126,4359,18,35
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,103,,0.2,,88.13592233009709,9078,3908,18,22
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,88,,0.0,,110.88636363636364,9758,4201,18,153
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,122,,0.0,,110.1311475409836,13436,5784,18,107
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,100,,0.0,,110.15,11015,4742,18,134
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,55,,0.2,,89.49090909090908,4922,2119,18,58
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,124,,0.0,,110.73387096774194,13731,5911,18,62
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,81,,0.3,,77.29629629629629,6261,2695,18,112
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,157,,0.0,,110.60509554140127,17365,7475,18,61
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,75,,0.3,,77.50666666666666,5813,2502,18,115
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,110.30188679245283,5846,2516,18,192
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,57,,0.0,,111.64912280701755,6364,2740,18,71
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,51,,0.0,,111.41176470588235,5682,2446,18,10
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,79,,0.0,,110.13924050632912,8701,3746,18,127
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,69,,0.3,,77.4927536231884,5347,2302,18,78
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,86,,0.0,,109.97674418604652,9458,4072,18,85
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,55,,0.0,,111.89090909090909,6154,2649,18,103
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,52,,0.1,,99.21153846153847,5159,2221,18,153
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,76,,0.0,,110.14473684210526,8371,3604,18,32
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,102,,0.2,,88.51960784313725,9029,3887,18,189
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,63,,0.2,,89.3015873015873,5626,2422,18,78
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,91,,0.0,,111.02197802197803,10103,4349,18,89
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,74,,0.2,,88.17567567567568,6525,2809,18,161
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,111.88679245283019,5930,2553,18,42
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,110.79245283018868,5872,2528,18,170
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,47,,0.0,,110.04255319148936,5172,2226,18,38
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,72,,0.0,,110.25,7938,3417,18,163
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,60,,0.0,,110.73333333333333,6644,2860,18,124
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,71,,0.0,,111.02816901408451,7883,3394,18,166
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,108,,0.3,,77.63888888888889,8385,3610,18,173
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,56,,0.3,,77.0,4312,1856,18,45
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,49,,0.1,,99.46938775510205,4874,2098,18,161
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,36,,0.0,,112.16666666666667,4038,1738,18,32
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,47,,0.0,,110.17021276595744,5178,2229,18,26
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,41,,0.0,,111.1951219512195,4559,1962,18,28
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,63,,0.0,,111.31746031746032,7013,3019,18,156
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,125,,0.0,,110.616,13827,5953,18,108
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,111.15094339622641,5891,2536,18,62
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,40,,0.0,,110.275,4411,1899,18,142
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,40,,0.0,,110.75,4430,1907,18,84
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,44,,0.0,,110.0,4840,2083,18,16
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,48,,0.0,,110.58333333333333,5308,2285,18,146
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,57,,0.0,,110.05263157894737,6273,2700,18,92
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,60,,0.2,,88.96666666666667,5338,2298,18,95
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,42,,0.0,,110.45238095238095,4639,1997,18,198
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,45,,0.1,,100.68888888888888,4531,1951,18,99
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,31,,0.0,,112.61290322580645,3491,1502,18,135
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,59,,0.0,,110.27118644067797,6506,2801,18,114
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,42,,0.0,,111.83333333333333,4697,2022,18,122
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,106,,0.0,,110.87735849056604,11753,5060,18,67
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,113,,0.0,,110.33628318584071,12468,5367,18,156
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,42,,0.0,,111.83333333333333,4697,2022,18,58
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,46,,0.0,,110.78260869565217,5096,2193,18,153
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,33,,0.2,,88.06060606060606,2906,1251,18,83
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,37,,0.0,,110.64864864864865,4094,1762,18,17
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,50,,0.0,,110.44,5522,2377,18,145
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,49,,0.3,,78.08163265306122,3826,1647,18,164
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,54,,0.0,,110.62962962962963,5974,2572,18,170
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,34,,0.0,,112.5,3825,1646,18,44
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,39,,0.2,,88.51282051282051,3452,1486,18,56
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,30,,0.0,,111.16666666666667,3335,1435,18,127
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,37,,0.3,,77.4054054054054,2864,1233,18,186
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,41,,0.1,,100.82926829268293,4134,1780,18,186
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,60,,0.0,,110.06666666666666,6604,2843,18,108
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,54,,0.1,,99.38888888888889,5367,2310,18,12
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,48,,0.1,,98.97916666666667,4751,2045,18,174
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,31,,0.0,,111.2258064516129,3448,1484,18,10
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,32,,0.0,,110.1875,3526,1518,18,199
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,23,,0.1,,101.82608695652173,2342,1008,18,59
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,43,,0.0,,110.51162790697674,4752,2045,18,142
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,94,,0.0,,110.03191489361703,10343,4453,18,94
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,66,,0.1,,99.07575757575758,6539,2815,18,112
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,33,,0.0,,112.0,3696,1591,18,61
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,42,,0.0,,109.97619047619048,4619,1988,18,88
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,38,,0.2,,88.44736842105263,3361,1447,18,141
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,38,,0.1,,99.55263157894737,3783,1628,18,26
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,47,,0.0,,110.40425531914893,5189,2234,18,135
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,53,,0.0,,111.66037735849056,5918,2547,18,124
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,67,,0.0,,110.0,7370,3172,18,153
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,37,,0.0,,111.13513513513513,4112,1770,18,193
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,38,,0.3,,77.47368421052632,2944,1267,18,70
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,40,,0.0,,110.25,4410,1898,18,14
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,31,,0.0,,111.51612903225806,3457,1488,18,142
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,39,,0.0,,110.97435897435898,4328,1863,18,43
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,41,,0.0,,111.29268292682927,4563,1964,18,56
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,42,,0.0,,110.30952380952381,4633,1994,18,103
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,37,,0.0,,111.89189189189189,4140,1782,18,65
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,33,,0.0,,112.36363636363636,3708,1596,18,87
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,34,,0.2,,89.94117647058823,3058,1316,18,116
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,30,,0.0,,113.16666666666667,3395,1461,18,47
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,38,,0.0,,112.47368421052632,4274,1840,18,48
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,45,,0.0,,112.24444444444444,5051,2174,18,135
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,52,,0.0,,110.26923076923077,5734,2468,18,76
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,43,,0.0,,110.72093023255815,4761,2049,18,120
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,43,,0.0,,111.55813953488372,4797,2065,18,51
2025-04-05 02:10:24,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,Supplier A,39,,0.0,,110.71794871794872,4318,1859,18,35
